[2021-12-08 11:48:20 | info | root]: Epoch : 0
[2021-12-08 11:48:20 | info | root]: Train Loss : 877.4083015941155
[2021-12-08 11:48:20 | info | root]: Test Loss : 877.3615788104825
[2021-12-08 11:48:20 | info | root]: Train Reconstruction Loss : 282.60205
[2021-12-08 11:48:20 | info | root]: Test Reconstruction Loss : 282.76175 

[2021-12-08 11:55:27 | info | root]: Epoch : 0
[2021-12-08 11:55:27 | info | root]: Train Loss : 1084.020034781038
[2021-12-08 11:55:27 | info | root]: Test Loss : 1083.06220222169
[2021-12-08 11:55:27 | info | root]: Train Reconstruction Loss : 356.4441
[2021-12-08 11:55:27 | info | root]: Test Reconstruction Loss : 356.3148 

[2021-12-08 11:58:46 | info | root]: Epoch : 5
[2021-12-08 11:58:46 | info | root]: Train Loss : 169.7892092864567
[2021-12-08 11:58:46 | info | root]: Test Loss : 173.46840562575903
[2021-12-08 11:58:46 | info | root]: Train Reconstruction Loss : 17.18748
[2021-12-08 11:58:46 | info | root]: Test Reconstruction Loss : 18.553438 

[2021-12-08 12:01:30 | info | root]: Epoch : 10
[2021-12-08 12:01:30 | info | root]: Train Loss : 161.64510546982478
[2021-12-08 12:01:30 | info | root]: Test Loss : 164.90123514028696
[2021-12-08 12:01:30 | info | root]: Train Reconstruction Loss : 14.093423
[2021-12-08 12:01:30 | info | root]: Test Reconstruction Loss : 15.264197 

[2021-12-08 12:04:13 | info | root]: Epoch : 15
[2021-12-08 12:04:13 | info | root]: Train Loss : 158.35997167646312
[2021-12-08 12:04:13 | info | root]: Test Loss : 161.23992660718088
[2021-12-08 12:04:13 | info | root]: Train Reconstruction Loss : 12.757082
[2021-12-08 12:04:13 | info | root]: Test Reconstruction Loss : 13.8502 

[2021-12-08 12:06:58 | info | root]: Epoch : 20
[2021-12-08 12:06:58 | info | root]: Train Loss : 156.09355076043812
[2021-12-08 12:06:58 | info | root]: Test Loss : 158.87694234114426
[2021-12-08 12:06:58 | info | root]: Train Reconstruction Loss : 11.825232
[2021-12-08 12:06:58 | info | root]: Test Reconstruction Loss : 12.926547 

[2021-12-08 12:09:44 | info | root]: Epoch : 25
[2021-12-08 12:09:44 | info | root]: Train Loss : 154.5980106850444
[2021-12-08 12:09:44 | info | root]: Test Loss : 157.4026038830097
[2021-12-08 12:09:44 | info | root]: Train Reconstruction Loss : 11.206085
[2021-12-08 12:09:44 | info | root]: Test Reconstruction Loss : 12.281675 

[2021-12-08 12:12:33 | info | root]: Epoch : 30
[2021-12-08 12:12:33 | info | root]: Train Loss : 154.30359315821303
[2021-12-08 12:12:33 | info | root]: Test Loss : 157.16277882991693
[2021-12-08 12:12:33 | info | root]: Train Reconstruction Loss : 11.065272
[2021-12-08 12:12:33 | info | root]: Test Reconstruction Loss : 12.120366 

[2021-12-08 12:15:20 | info | root]: Epoch : 35
[2021-12-08 12:15:20 | info | root]: Train Loss : 153.78777610835806
[2021-12-08 12:15:20 | info | root]: Test Loss : 156.3503228456546
[2021-12-08 12:15:20 | info | root]: Train Reconstruction Loss : 10.869592
[2021-12-08 12:15:20 | info | root]: Test Reconstruction Loss : 11.862093 

[2021-12-08 12:18:09 | info | root]: Epoch : 40
[2021-12-08 12:18:09 | info | root]: Train Loss : 153.13811565590515
[2021-12-08 12:18:09 | info | root]: Test Loss : 155.6377846522209
[2021-12-08 12:18:09 | info | root]: Train Reconstruction Loss : 10.713449
[2021-12-08 12:18:09 | info | root]: Test Reconstruction Loss : 11.612808 

[2021-12-08 12:21:00 | info | root]: Epoch : 45
[2021-12-08 12:21:00 | info | root]: Train Loss : 152.91577174289503
[2021-12-08 12:21:00 | info | root]: Test Loss : 155.67708729474973
[2021-12-08 12:21:00 | info | root]: Train Reconstruction Loss : 10.595081
[2021-12-08 12:21:00 | info | root]: Test Reconstruction Loss : 11.651753 

[2021-12-08 12:23:42 | info | root]: Epoch : 50
[2021-12-08 12:23:42 | info | root]: Train Loss : 152.57269633770497
[2021-12-08 12:23:42 | info | root]: Test Loss : 155.40451606114706
[2021-12-08 12:23:42 | info | root]: Train Reconstruction Loss : 10.516458
[2021-12-08 12:23:42 | info | root]: Test Reconstruction Loss : 11.564117 

[2021-12-08 12:26:35 | info | root]: Epoch : 55
[2021-12-08 12:26:35 | info | root]: Train Loss : 151.13921905200027
[2021-12-08 12:26:35 | info | root]: Test Loss : 153.72937646278967
[2021-12-08 12:26:35 | info | root]: Train Reconstruction Loss : 9.985429
[2021-12-08 12:26:35 | info | root]: Test Reconstruction Loss : 10.940992 

[2021-12-08 12:29:16 | info | root]: Epoch : 60
[2021-12-08 12:29:16 | info | root]: Train Loss : 150.92191071647719
[2021-12-08 12:29:16 | info | root]: Test Loss : 153.52595755992792
[2021-12-08 12:29:16 | info | root]: Train Reconstruction Loss : 9.919383
[2021-12-08 12:29:16 | info | root]: Test Reconstruction Loss : 10.8159075 

[2021-12-08 12:32:00 | info | root]: Epoch : 65
[2021-12-08 12:32:00 | info | root]: Train Loss : 150.80863073668587
[2021-12-08 12:32:00 | info | root]: Test Loss : 153.23584233797513
[2021-12-08 12:32:00 | info | root]: Train Reconstruction Loss : 9.860573
[2021-12-08 12:32:00 | info | root]: Test Reconstruction Loss : 10.757342 

[2021-12-08 12:34:41 | info | root]: Epoch : 70
[2021-12-08 12:34:41 | info | root]: Train Loss : 150.6452893854587
[2021-12-08 12:34:41 | info | root]: Test Loss : 153.08055959603726
[2021-12-08 12:34:41 | info | root]: Train Reconstruction Loss : 9.794742
[2021-12-08 12:34:41 | info | root]: Test Reconstruction Loss : 10.6543255 

[2021-12-08 12:37:25 | info | root]: Epoch : 75
[2021-12-08 12:37:25 | info | root]: Train Loss : 150.5681734522735
[2021-12-08 12:37:25 | info | root]: Test Loss : 152.9294333091149
[2021-12-08 12:37:25 | info | root]: Train Reconstruction Loss : 9.756597
[2021-12-08 12:37:25 | info | root]: Test Reconstruction Loss : 10.612273 

[2021-12-08 12:40:17 | info | root]: Epoch : 80
[2021-12-08 12:40:17 | info | root]: Train Loss : 150.5385777342154
[2021-12-08 12:40:17 | info | root]: Test Loss : 152.99248750393207
[2021-12-08 12:40:17 | info | root]: Train Reconstruction Loss : 9.732509
[2021-12-08 12:40:17 | info | root]: Test Reconstruction Loss : 10.619907 

[2021-12-08 12:43:02 | info | root]: Epoch : 85
