[2021-12-16 15:10:06 | info | root]: Now training is starting. We provide the parameters as the following
[2021-12-16 15:10:06 | info | root]: Dataset = cifar
[2021-12-16 15:10:06 | info | root]: nz = 256
[2021-12-16 15:10:06 | info | root]: ngf = 32
[2021-12-16 15:10:06 | info | root]: nc = 3
[2021-12-16 15:10:06 | info | root]: lr = 0.0002
[2021-12-16 15:10:06 | info | root]: n_epochs = 500
[2021-12-16 15:10:06 | info | root]: Epoch : 0
[2021-12-16 15:10:07 | info | root]: Train Loss : 0.22474301
[2021-12-16 15:10:07 | info | root]: Test Loss : 0.2242761
[2021-12-16 15:10:07 | info | root]: Train Reconstruction Loss : 230.15099
[2021-12-16 15:10:07 | info | root]: Test Reconstruction Loss : 229.65872 

[2021-12-16 15:10:48 | info | root]: Epoch : 1
[2021-12-16 15:10:48 | info | root]: Train Loss : 0.017712045
[2021-12-16 15:10:48 | info | root]: Test Loss : 0.017766837
[2021-12-16 15:10:48 | info | root]: Train Reconstruction Loss : 18.136763
[2021-12-16 15:10:48 | info | root]: Test Reconstruction Loss : 18.193241 

[2021-12-16 15:11:15 | info | root]: Epoch : 2
[2021-12-16 15:11:15 | info | root]: Train Loss : 0.01371967
[2021-12-16 15:11:15 | info | root]: Test Loss : 0.013828368
[2021-12-16 15:11:15 | info | root]: Train Reconstruction Loss : 14.059668
[2021-12-16 15:11:15 | info | root]: Test Reconstruction Loss : 14.160249 

[2021-12-16 15:11:42 | info | root]: Epoch : 3
[2021-12-16 15:11:43 | info | root]: Train Loss : 0.011989245
[2021-12-16 15:11:43 | info | root]: Test Loss : 0.012062585
[2021-12-16 15:11:43 | info | root]: Train Reconstruction Loss : 12.301321
[2021-12-16 15:11:43 | info | root]: Test Reconstruction Loss : 12.352087 

[2021-12-16 15:12:10 | info | root]: Epoch : 4
[2021-12-16 15:12:10 | info | root]: Train Loss : 0.011078415
[2021-12-16 15:12:10 | info | root]: Test Loss : 0.011141126
[2021-12-16 15:12:10 | info | root]: Train Reconstruction Loss : 11.31672
[2021-12-16 15:12:10 | info | root]: Test Reconstruction Loss : 11.408513 

[2021-12-16 15:12:37 | info | root]: Epoch : 5
[2021-12-16 15:12:38 | info | root]: Train Loss : 0.010674731
[2021-12-16 15:12:38 | info | root]: Test Loss : 0.010712804
[2021-12-16 15:12:38 | info | root]: Train Reconstruction Loss : 10.919387
[2021-12-16 15:12:38 | info | root]: Test Reconstruction Loss : 10.969912 

[2021-12-16 15:13:05 | info | root]: Epoch : 6
[2021-12-16 15:13:06 | info | root]: Train Loss : 0.010375827
[2021-12-16 15:13:07 | info | root]: Test Loss : 0.010415257
[2021-12-16 15:13:07 | info | root]: Train Reconstruction Loss : 10.551315
[2021-12-16 15:13:07 | info | root]: Test Reconstruction Loss : 10.665223 

[2021-12-16 15:13:37 | info | root]: Epoch : 7
[2021-12-16 15:13:37 | info | root]: Train Loss : 0.010159587
[2021-12-16 15:13:37 | info | root]: Test Loss : 0.010205147
[2021-12-16 15:13:37 | info | root]: Train Reconstruction Loss : 10.394713
[2021-12-16 15:13:38 | info | root]: Test Reconstruction Loss : 10.45007 

