[2021-12-14 21:36:05 | info | root]: Now training is starting. We provide the parameters as the following
[2021-12-14 21:36:05 | info | root]: Dataset = fashion
[2021-12-14 21:36:05 | info | root]: nz = 256
[2021-12-14 21:36:05 | info | root]: ngf = 16
[2021-12-14 21:36:05 | info | root]: nc = 1
[2021-12-14 21:36:05 | info | root]: lr = 0.0002
[2021-12-14 21:36:05 | info | root]: n_epochs = 500
[2021-12-14 21:36:05 | info | root]: Epoch : 0
[2021-12-14 21:36:06 | info | root]: Train Loss : 0.14136963
[2021-12-14 21:36:06 | info | root]: Test Loss : 0.14083128
[2021-12-14 21:36:06 | info | root]: Train Reconstruction Loss : 144.76315
[2021-12-14 21:36:06 | info | root]: Test Reconstruction Loss : 144.21121 

[2021-12-14 21:36:38 | info | root]: Epoch : 1
[2021-12-14 21:36:38 | info | root]: Train Loss : 0.004296265
[2021-12-14 21:36:38 | info | root]: Test Loss : 0.004335916
[2021-12-14 21:36:38 | info | root]: Train Reconstruction Loss : 4.396849
[2021-12-14 21:36:38 | info | root]: Test Reconstruction Loss : 4.439978 

[2021-12-14 21:37:03 | info | root]: Epoch : 2
[2021-12-14 21:37:03 | info | root]: Train Loss : 0.0029069132
[2021-12-14 21:37:03 | info | root]: Test Loss : 0.0029389798
[2021-12-14 21:37:03 | info | root]: Train Reconstruction Loss : 2.976802
[2021-12-14 21:37:03 | info | root]: Test Reconstruction Loss : 3.0095153 

[2021-12-14 21:37:28 | info | root]: Epoch : 3
[2021-12-14 21:37:29 | info | root]: Train Loss : 0.0023669505
[2021-12-14 21:37:29 | info | root]: Test Loss : 0.0023957263
[2021-12-14 21:37:29 | info | root]: Train Reconstruction Loss : 2.4248168
[2021-12-14 21:37:29 | info | root]: Test Reconstruction Loss : 2.4532237 

[2021-12-14 21:37:55 | info | root]: Epoch : 4
[2021-12-14 21:37:55 | info | root]: Train Loss : 0.0020739587
[2021-12-14 21:37:55 | info | root]: Test Loss : 0.0020998192
[2021-12-14 21:37:55 | info | root]: Train Reconstruction Loss : 2.1236439
[2021-12-14 21:37:55 | info | root]: Test Reconstruction Loss : 2.150215 

[2021-12-14 21:38:20 | info | root]: Epoch : 5
[2021-12-14 21:38:20 | info | root]: Train Loss : 0.0018479788
[2021-12-14 21:38:20 | info | root]: Test Loss : 0.0018737704
[2021-12-14 21:38:20 | info | root]: Train Reconstruction Loss : 1.8931228
[2021-12-14 21:38:20 | info | root]: Test Reconstruction Loss : 1.9187409 

[2021-12-14 21:38:45 | info | root]: Epoch : 6
[2021-12-14 21:38:45 | info | root]: Train Loss : 0.0017015104
[2021-12-14 21:38:45 | info | root]: Test Loss : 0.0017250562
[2021-12-14 21:38:46 | info | root]: Train Reconstruction Loss : 1.7393821
[2021-12-14 21:38:46 | info | root]: Test Reconstruction Loss : 1.7664576 

[2021-12-14 21:39:13 | info | root]: Epoch : 7
[2021-12-14 21:39:14 | info | root]: Train Loss : 0.0015900579
[2021-12-14 21:39:14 | info | root]: Test Loss : 0.0016166285
[2021-12-14 21:39:15 | info | root]: Train Reconstruction Loss : 1.6291502
[2021-12-14 21:39:16 | info | root]: Test Reconstruction Loss : 1.6554276 

[2021-12-14 21:39:44 | info | root]: Epoch : 8
[2021-12-14 21:39:45 | info | root]: Train Loss : 0.001507203
[2021-12-14 21:39:46 | info | root]: Test Loss : 0.0015332738
[2021-12-14 21:39:46 | info | root]: Train Reconstruction Loss : 1.544352
[2021-12-14 21:39:47 | info | root]: Test Reconstruction Loss : 1.5700724 

[2021-12-14 21:40:13 | info | root]: Epoch : 9
[2021-12-14 21:40:13 | info | root]: Train Loss : 0.0014517865
[2021-12-14 21:40:13 | info | root]: Test Loss : 0.0014764986
[2021-12-14 21:40:13 | info | root]: Train Reconstruction Loss : 1.4847581
[2021-12-14 21:40:13 | info | root]: Test Reconstruction Loss : 1.5119349 

