[2021-12-20 04:47:22 | info | root]: Now training of Implicit-GON is starting. We provide the parameters as the following
[2021-12-20 04:50:05 | info | root]: Train Loss : 0.047695212
[2021-12-20 04:50:05 | info | root]: Test Loss : 0.049454756
[2021-12-20 04:50:10 | info | root]: Epoch : 14
[2021-12-20 04:50:10 | info | root]: Train Loss : 0.04801205
[2021-12-20 04:50:10 | info | root]: Test Loss : 0.048730247
[2021-12-20 04:50:18 | info | root]: Epoch : 15
[2021-12-20 04:50:18 | info | root]: Train Loss : 0.048236594
[2021-12-20 04:50:18 | info | root]: Test Loss : 0.049675174
[2021-12-20 04:50:28 | info | root]: Epoch : 16
[2021-12-20 04:50:28 | info | root]: Train Loss : 0.045964923
[2021-12-20 04:50:28 | info | root]: Test Loss : 0.047639504
[2021-12-20 04:50:38 | info | root]: Epoch : 17
[2021-12-20 04:50:38 | info | root]: Train Loss : 0.04643363
[2021-12-20 04:50:38 | info | root]: Test Loss : 0.048166044
[2021-12-20 04:50:43 | info | root]: Epoch : 18
[2021-12-20 04:50:43 | info | root]: Train Loss : 0.04745718
[2021-12-20 04:50:43 | info | root]: Test Loss : 0.04897944
[2021-12-20 04:50:49 | info | root]: Epoch : 19
[2021-12-20 04:50:49 | info | root]: Train Loss : 0.046601936
[2021-12-20 04:50:49 | info | root]: Test Loss : 0.04811693
[2021-12-20 04:50:58 | info | root]: Epoch : 20
[2021-12-20 04:50:58 | info | root]: Train Loss : 0.045547977
[2021-12-20 04:50:58 | info | root]: Test Loss : 0.047995176
[2021-12-20 04:51:09 | info | root]: Epoch : 21
[2021-12-20 04:51:09 | info | root]: Train Loss : 0.04720105
[2021-12-20 04:51:09 | info | root]: Test Loss : 0.04874394
[2021-12-20 04:51:19 | info | root]: Epoch : 22
[2021-12-20 04:51:19 | info | root]: Train Loss : 0.046569206
[2021-12-20 04:51:19 | info | root]: Test Loss : 0.04787461
[2021-12-20 04:51:30 | info | root]: Epoch : 23
[2021-12-20 04:51:30 | info | root]: Train Loss : 0.046628132
[2021-12-20 04:51:30 | info | root]: Test Loss : 0.048310906
[2021-12-20 04:51:36 | info | root]: Epoch : 24
[2021-12-20 04:51:36 | info | root]: Train Loss : 0.045232818
[2021-12-20 04:51:36 | info | root]: Test Loss : 0.046760313
[2021-12-20 04:51:41 | info | root]: Epoch : 25
[2021-12-20 04:51:41 | info | root]: Train Loss : 0.04666732
[2021-12-20 04:51:41 | info | root]: Test Loss : 0.04837365
[2021-12-20 04:51:49 | info | root]: Epoch : 26
[2021-12-20 04:51:49 | info | root]: Train Loss : 0.044542864
[2021-12-20 04:51:49 | info | root]: Test Loss : 0.046562534
[2021-12-20 04:51:59 | info | root]: Epoch : 27
[2021-12-20 04:51:59 | info | root]: Train Loss : 0.044972092
[2021-12-20 04:51:59 | info | root]: Test Loss : 0.04691605
[2021-12-20 04:52:10 | info | root]: Epoch : 28
[2021-12-20 04:52:10 | info | root]: Train Loss : 0.043432236
[2021-12-20 04:52:10 | info | root]: Test Loss : 0.045326434
[2021-12-20 04:52:16 | info | root]: Epoch : 29
[2021-12-20 04:52:16 | info | root]: Train Loss : 0.04729176
[2021-12-20 04:52:16 | info | root]: Test Loss : 0.04867449
[2021-12-20 04:52:21 | info | root]: Epoch : 30
[2021-12-20 04:52:21 | info | root]: Train Loss : 0.046953175
[2021-12-20 04:52:21 | info | root]: Test Loss : 0.048114706
[2021-12-20 04:52:30 | info | root]: Epoch : 31
[2021-12-20 04:52:30 | info | root]: Train Loss : 0.04486651
[2021-12-20 04:52:30 | info | root]: Test Loss : 0.046817254
[2021-12-20 04:52:40 | info | root]: Epoch : 32
[2021-12-20 04:52:40 | info | root]: Train Loss : 0.044932645
[2021-12-20 04:52:40 | info | root]: Test Loss : 0.046403147
[2021-12-20 04:52:51 | info | root]: Epoch : 33
[2021-12-20 04:52:51 | info | root]: Train Loss : 0.043985095
[2021-12-20 04:52:51 | info | root]: Test Loss : 0.045877498
[2021-12-20 04:52:56 | info | root]: Epoch : 34
[2021-12-20 04:52:56 | info | root]: Train Loss : 0.043705963
[2021-12-20 04:52:56 | info | root]: Test Loss : 0.04626418
[2021-12-20 04:53:01 | info | root]: Epoch : 35
[2021-12-20 04:53:01 | info | root]: Train Loss : 0.04245849
[2021-12-20 04:53:01 | info | root]: Test Loss : 0.04486859
[2021-12-20 04:53:11 | info | root]: Epoch : 36
[2021-12-20 04:53:11 | info | root]: Train Loss : 0.046297655
[2021-12-20 04:53:11 | info | root]: Test Loss : 0.04870778
[2021-12-20 04:53:23 | info | root]: Epoch : 37
[2021-12-20 04:53:23 | info | root]: Train Loss : 0.04588286
[2021-12-20 04:53:23 | info | root]: Test Loss : 0.0476551
[2021-12-20 04:53:33 | info | root]: Epoch : 38
[2021-12-20 04:53:33 | info | root]: Train Loss : 0.0435971
[2021-12-20 04:53:33 | info | root]: Test Loss : 0.045848638
[2021-12-20 04:53:38 | info | root]: Epoch : 39
[2021-12-20 04:53:38 | info | root]: Train Loss : 0.0455814
[2021-12-20 04:53:38 | info | root]: Test Loss : 0.04822295
[2021-12-20 04:53:43 | info | root]: Epoch : 40
[2021-12-20 04:53:43 | info | root]: Train Loss : 0.03950337
[2021-12-20 04:53:43 | info | root]: Test Loss : 0.041249372
[2021-12-20 04:53:53 | info | root]: Epoch : 41
[2021-12-20 04:53:53 | info | root]: Train Loss : 0.03761273
[2021-12-20 04:53:53 | info | root]: Test Loss : 0.039459888
[2021-12-20 04:54:03 | info | root]: Epoch : 42
[2021-12-20 04:54:03 | info | root]: Train Loss : 0.0357078
[2021-12-20 04:54:03 | info | root]: Test Loss : 0.038008686
[2021-12-20 04:54:13 | info | root]: Epoch : 43
[2021-12-20 04:54:13 | info | root]: Train Loss : 0.037573528
[2021-12-20 04:54:13 | info | root]: Test Loss : 0.040172383
[2021-12-20 04:54:19 | info | root]: Epoch : 44
[2021-12-20 04:54:19 | info | root]: Train Loss : 0.035030853
[2021-12-20 04:54:19 | info | root]: Test Loss : 0.03716345
[2021-12-20 04:54:24 | info | root]: Epoch : 45
[2021-12-20 04:54:24 | info | root]: Train Loss : 0.03416252
[2021-12-20 04:54:24 | info | root]: Test Loss : 0.0364782
[2021-12-20 04:54:33 | info | root]: Epoch : 46
[2021-12-20 04:54:33 | info | root]: Train Loss : 0.0333461
[2021-12-20 04:54:33 | info | root]: Test Loss : 0.036433548
[2021-12-20 04:54:43 | info | root]: Epoch : 47
[2021-12-20 04:54:43 | info | root]: Train Loss : 0.03307686
[2021-12-20 04:54:43 | info | root]: Test Loss : 0.03556033
[2021-12-20 04:54:54 | info | root]: Epoch : 48
[2021-12-20 04:54:54 | info | root]: Train Loss : 0.032526657
[2021-12-20 04:54:54 | info | root]: Test Loss : 0.03547524
[2021-12-20 04:54:59 | info | root]: Epoch : 49
[2021-12-20 04:54:59 | info | root]: Train Loss : 0.030349689
[2021-12-20 04:54:59 | info | root]: Test Loss : 0.033448946
[2021-12-20 04:55:07 | info | root]: Epoch : 50
[2021-12-20 04:55:07 | info | root]: Train Loss : 0.028880231
[2021-12-20 04:55:07 | info | root]: Test Loss : 0.031905618
[2021-12-20 04:55:18 | info | root]: Epoch : 51
[2021-12-20 04:55:18 | info | root]: Train Loss : 0.028476639
[2021-12-20 04:55:18 | info | root]: Test Loss : 0.031535354
[2021-12-20 04:55:28 | info | root]: Epoch : 52
[2021-12-20 04:55:28 | info | root]: Train Loss : 0.027553417
[2021-12-20 04:55:28 | info | root]: Test Loss : 0.03068598
[2021-12-20 04:55:39 | info | root]: Epoch : 53
[2021-12-20 04:55:39 | info | root]: Train Loss : 0.027510783
[2021-12-20 04:55:39 | info | root]: Test Loss : 0.030667175
[2021-12-20 04:55:44 | info | root]: Epoch : 54
[2021-12-20 04:55:44 | info | root]: Train Loss : 0.027202956
[2021-12-20 04:55:44 | info | root]: Test Loss : 0.030330228
[2021-12-20 04:55:49 | info | root]: Epoch : 55
[2021-12-20 04:55:49 | info | root]: Train Loss : 0.026924444
[2021-12-20 04:55:49 | info | root]: Test Loss : 0.029962204
[2021-12-20 04:55:58 | info | root]: Epoch : 56
[2021-12-20 04:55:58 | info | root]: Train Loss : 0.026559155
[2021-12-20 04:55:58 | info | root]: Test Loss : 0.029682996
[2021-12-20 04:56:08 | info | root]: Epoch : 57
[2021-12-20 04:56:08 | info | root]: Train Loss : 0.026495576
[2021-12-20 04:56:08 | info | root]: Test Loss : 0.029640239
[2021-12-20 04:56:19 | info | root]: Epoch : 58
[2021-12-20 04:56:19 | info | root]: Train Loss : 0.026177978
[2021-12-20 04:56:19 | info | root]: Test Loss : 0.029290393
[2021-12-20 04:56:24 | info | root]: Epoch : 59
[2021-12-20 04:56:24 | info | root]: Train Loss : 0.026267584
[2021-12-20 04:56:24 | info | root]: Test Loss : 0.029257573
[2021-12-20 04:56:30 | info | root]: Epoch : 60
[2021-12-20 04:56:30 | info | root]: Train Loss : 0.02552633
[2021-12-20 04:56:30 | info | root]: Test Loss : 0.028601091
[2021-12-20 04:56:36 | info | root]: Epoch : 61
[2021-12-20 04:56:36 | info | root]: Train Loss : 0.025254669
[2021-12-20 04:56:36 | info | root]: Test Loss : 0.028388025
[2021-12-20 04:56:46 | info | root]: Epoch : 62
[2021-12-20 04:56:46 | info | root]: Train Loss : 0.02586902
[2021-12-20 04:56:46 | info | root]: Test Loss : 0.02914672
[2021-12-20 04:56:56 | info | root]: Epoch : 63
[2021-12-20 04:56:56 | info | root]: Train Loss : 0.024989236
[2021-12-20 04:56:56 | info | root]: Test Loss : 0.028079052
[2021-12-20 04:57:07 | info | root]: Epoch : 64
[2021-12-20 04:57:07 | info | root]: Train Loss : 0.024830172
[2021-12-20 04:57:07 | info | root]: Test Loss : 0.027855031
[2021-12-20 04:57:13 | info | root]: Epoch : 65
[2021-12-20 04:57:13 | info | root]: Train Loss : 0.024704752
[2021-12-20 04:57:13 | info | root]: Test Loss : 0.0277938
[2021-12-20 04:57:18 | info | root]: Epoch : 66
[2021-12-20 04:57:18 | info | root]: Train Loss : 0.024923345
[2021-12-20 04:57:18 | info | root]: Test Loss : 0.028049022
[2021-12-20 04:57:28 | info | root]: Epoch : 67
[2021-12-20 04:57:28 | info | root]: Train Loss : 0.024411313
[2021-12-20 04:57:28 | info | root]: Test Loss : 0.027403174
[2021-12-20 04:57:37 | info | root]: Epoch : 68
[2021-12-20 04:57:37 | info | root]: Train Loss : 0.028647274
[2021-12-20 04:57:37 | info | root]: Test Loss : 0.031898163
[2021-12-20 04:57:49 | info | root]: Epoch : 69
[2021-12-20 04:57:49 | info | root]: Train Loss : 0.025015155
[2021-12-20 04:57:49 | info | root]: Test Loss : 0.027953282
[2021-12-20 04:57:54 | info | root]: Epoch : 70
[2021-12-20 04:57:54 | info | root]: Train Loss : 0.023677671
[2021-12-20 04:57:54 | info | root]: Test Loss : 0.026744138
[2021-12-20 04:57:59 | info | root]: Epoch : 71
[2021-12-20 04:57:59 | info | root]: Train Loss : 0.02450416
[2021-12-20 04:57:59 | info | root]: Test Loss : 0.027399959
[2021-12-20 04:58:05 | info | root]: Epoch : 72
[2021-12-20 04:58:05 | info | root]: Train Loss : 0.02325348
[2021-12-20 04:58:05 | info | root]: Test Loss : 0.02635713
[2021-12-20 04:58:15 | info | root]: Epoch : 73
[2021-12-20 04:58:15 | info | root]: Train Loss : 0.023572095
[2021-12-20 04:58:15 | info | root]: Test Loss : 0.026768588
[2021-12-20 04:58:25 | info | root]: Epoch : 74
[2021-12-20 04:58:25 | info | root]: Train Loss : 0.02265192
[2021-12-20 04:58:25 | info | root]: Test Loss : 0.02569422
[2021-12-20 04:58:35 | info | root]: Epoch : 75
[2021-12-20 04:58:35 | info | root]: Train Loss : 0.022622986
[2021-12-20 04:58:35 | info | root]: Test Loss : 0.025470462
[2021-12-20 04:58:42 | info | root]: Epoch : 76
[2021-12-20 04:58:42 | info | root]: Train Loss : 0.022595128
[2021-12-20 04:58:42 | info | root]: Test Loss : 0.025523689
[2021-12-20 04:58:48 | info | root]: Epoch : 77
[2021-12-20 04:58:48 | info | root]: Train Loss : 0.023108013
[2021-12-20 04:58:48 | info | root]: Test Loss : 0.026197126
[2021-12-20 04:58:57 | info | root]: Epoch : 78
[2021-12-20 04:58:57 | info | root]: Train Loss : 0.02267155
[2021-12-20 04:58:57 | info | root]: Test Loss : 0.025486207
[2021-12-20 04:59:07 | info | root]: Epoch : 79
[2021-12-20 04:59:07 | info | root]: Train Loss : 0.021867268
[2021-12-20 04:59:07 | info | root]: Test Loss : 0.025134712
[2021-12-20 04:59:26 | info | root]: Epoch : 80
[2021-12-20 04:59:26 | info | root]: Train Loss : 0.021921529
[2021-12-20 04:59:26 | info | root]: Test Loss : 0.02505049
[2021-12-20 04:59:37 | info | root]: Epoch : 81
[2021-12-20 04:59:37 | info | root]: Train Loss : 0.021579143
[2021-12-20 04:59:37 | info | root]: Test Loss : 0.024522908
[2021-12-20 04:59:41 | info | root]: Epoch : 82
[2021-12-20 04:59:41 | info | root]: Train Loss : 0.021757903
[2021-12-20 04:59:41 | info | root]: Test Loss : 0.025091019
[2021-12-20 04:59:46 | info | root]: Epoch : 83
[2021-12-20 04:59:46 | info | root]: Train Loss : 0.02092184
[2021-12-20 04:59:46 | info | root]: Test Loss : 0.023901569
[2021-12-20 04:59:52 | info | root]: Epoch : 84
[2021-12-20 04:59:52 | info | root]: Train Loss : 0.021438252
[2021-12-20 04:59:52 | info | root]: Test Loss : 0.024594087
[2021-12-20 05:00:02 | info | root]: Epoch : 85
[2021-12-20 05:00:02 | info | root]: Train Loss : 0.021498611
[2021-12-20 05:00:02 | info | root]: Test Loss : 0.024928054
[2021-12-20 05:00:12 | info | root]: Epoch : 86
[2021-12-20 05:00:12 | info | root]: Train Loss : 0.024465242
[2021-12-20 05:00:12 | info | root]: Test Loss : 0.027211621
[2021-12-20 05:00:25 | info | root]: Epoch : 87
[2021-12-20 05:00:25 | info | root]: Train Loss : 0.02303452
[2021-12-20 05:00:25 | info | root]: Test Loss : 0.025954142
[2021-12-20 05:00:30 | info | root]: Epoch : 88
[2021-12-20 05:00:30 | info | root]: Train Loss : 0.02190385
[2021-12-20 05:00:30 | info | root]: Test Loss : 0.024771214
[2021-12-20 05:00:37 | info | root]: Epoch : 89
[2021-12-20 05:00:37 | info | root]: Train Loss : 0.020926341
[2021-12-20 05:00:37 | info | root]: Test Loss : 0.023742598
[2021-12-20 05:00:45 | info | root]: Epoch : 90
[2021-12-20 05:00:45 | info | root]: Train Loss : 0.020443402
[2021-12-20 05:00:45 | info | root]: Test Loss : 0.02349703
[2021-12-20 05:00:57 | info | root]: Epoch : 91
[2021-12-20 05:00:57 | info | root]: Train Loss : 0.020124586
[2021-12-20 05:00:57 | info | root]: Test Loss : 0.023353584
[2021-12-20 05:01:07 | info | root]: Epoch : 92
[2021-12-20 05:01:07 | info | root]: Train Loss : 0.020145157
[2021-12-20 05:01:07 | info | root]: Test Loss : 0.023376111
[2021-12-20 05:01:12 | info | root]: Epoch : 93
[2021-12-20 05:01:12 | info | root]: Train Loss : 0.020335201
[2021-12-20 05:01:12 | info | root]: Test Loss : 0.023342501
[2021-12-20 05:01:18 | info | root]: Epoch : 94
[2021-12-20 05:01:18 | info | root]: Train Loss : 0.020190278
[2021-12-20 05:01:18 | info | root]: Test Loss : 0.023307974
[2021-12-20 05:01:26 | info | root]: Epoch : 95
[2021-12-20 05:01:26 | info | root]: Train Loss : 0.01949025
[2021-12-20 05:01:26 | info | root]: Test Loss : 0.022404995
[2021-12-20 05:01:36 | info | root]: Epoch : 96
[2021-12-20 05:01:36 | info | root]: Train Loss : 0.01950998
[2021-12-20 05:01:36 | info | root]: Test Loss : 0.022773474
[2021-12-20 05:01:47 | info | root]: Epoch : 97
[2021-12-20 05:01:47 | info | root]: Train Loss : 0.01916081
[2021-12-20 05:01:47 | info | root]: Test Loss : 0.02241982
[2021-12-20 05:01:53 | info | root]: Epoch : 98
[2021-12-20 05:01:53 | info | root]: Train Loss : 0.01901419
[2021-12-20 05:01:53 | info | root]: Test Loss : 0.022379924
[2021-12-20 05:01:58 | info | root]: Epoch : 99
[2021-12-20 05:01:58 | info | root]: Train Loss : 0.01925623
[2021-12-20 05:01:58 | info | root]: Test Loss : 0.022416368
[2021-12-20 05:02:07 | info | root]: Epoch : 100
[2021-12-20 05:02:07 | info | root]: Train Loss : 0.019011982
[2021-12-20 05:02:07 | info | root]: Test Loss : 0.022157509
[2021-12-20 05:02:17 | info | root]: Epoch : 101
[2021-12-20 05:02:17 | info | root]: Train Loss : 0.018963465
[2021-12-20 05:02:17 | info | root]: Test Loss : 0.022261899
[2021-12-20 05:02:28 | info | root]: Epoch : 102
[2021-12-20 05:02:28 | info | root]: Train Loss : 0.01954321
[2021-12-20 05:02:28 | info | root]: Test Loss : 0.022736054
[2021-12-20 05:02:33 | info | root]: Epoch : 103
[2021-12-20 05:02:33 | info | root]: Train Loss : 0.02007093
[2021-12-20 05:02:33 | info | root]: Test Loss : 0.023190415
[2021-12-20 05:02:39 | info | root]: Epoch : 104
[2021-12-20 05:02:39 | info | root]: Train Loss : 0.018455785
[2021-12-20 05:02:39 | info | root]: Test Loss : 0.021544788
[2021-12-20 05:02:47 | info | root]: Epoch : 105
[2021-12-20 05:02:47 | info | root]: Train Loss : 0.018748842
[2021-12-20 05:02:47 | info | root]: Test Loss : 0.021889182
[2021-12-20 05:02:57 | info | root]: Epoch : 106
[2021-12-20 05:02:57 | info | root]: Train Loss : 0.018684227
[2021-12-20 05:02:57 | info | root]: Test Loss : 0.02202976
[2021-12-20 05:03:07 | info | root]: Epoch : 107
[2021-12-20 05:03:07 | info | root]: Train Loss : 0.01797734
[2021-12-20 05:03:07 | info | root]: Test Loss : 0.021210141
[2021-12-20 05:03:12 | info | root]: Epoch : 108
[2021-12-20 05:03:12 | info | root]: Train Loss : 0.018122438
[2021-12-20 05:03:12 | info | root]: Test Loss : 0.021139838
[2021-12-20 05:03:18 | info | root]: Epoch : 109
[2021-12-20 05:03:18 | info | root]: Train Loss : 0.018152582
[2021-12-20 05:03:18 | info | root]: Test Loss : 0.02157396
[2021-12-20 05:03:27 | info | root]: Epoch : 110
[2021-12-20 05:03:27 | info | root]: Train Loss : 0.018929847
[2021-12-20 05:03:27 | info | root]: Test Loss : 0.0220785
[2021-12-20 05:03:37 | info | root]: Epoch : 111
[2021-12-20 05:03:37 | info | root]: Train Loss : 0.017821368
[2021-12-20 05:03:37 | info | root]: Test Loss : 0.021035338
[2021-12-20 05:03:47 | info | root]: Epoch : 112
[2021-12-20 05:03:47 | info | root]: Train Loss : 0.017648816
[2021-12-20 05:03:47 | info | root]: Test Loss : 0.020857941
[2021-12-20 05:03:52 | info | root]: Epoch : 113
[2021-12-20 05:03:52 | info | root]: Train Loss : 0.017749734
[2021-12-20 05:03:52 | info | root]: Test Loss : 0.020974252
[2021-12-20 05:03:57 | info | root]: Epoch : 114
[2021-12-20 05:03:57 | info | root]: Train Loss : 0.017389849
[2021-12-20 05:03:57 | info | root]: Test Loss : 0.020658351
[2021-12-20 05:04:06 | info | root]: Epoch : 115
[2021-12-20 05:04:06 | info | root]: Train Loss : 0.017505238
[2021-12-20 05:04:06 | info | root]: Test Loss : 0.020783529
[2021-12-20 05:04:16 | info | root]: Epoch : 116
[2021-12-20 05:04:16 | info | root]: Train Loss : 0.019139253
[2021-12-20 05:04:16 | info | root]: Test Loss : 0.022139147
[2021-12-20 05:04:27 | info | root]: Epoch : 117
[2021-12-20 05:04:27 | info | root]: Train Loss : 0.018355269
[2021-12-20 05:04:27 | info | root]: Test Loss : 0.021722682
[2021-12-20 05:04:32 | info | root]: Epoch : 118
[2021-12-20 05:04:32 | info | root]: Train Loss : 0.017722376
[2021-12-20 05:04:32 | info | root]: Test Loss : 0.021011291
[2021-12-20 05:04:39 | info | root]: Epoch : 119
[2021-12-20 05:04:39 | info | root]: Train Loss : 0.017048838
[2021-12-20 05:04:39 | info | root]: Test Loss : 0.02025089
[2021-12-20 05:04:47 | info | root]: Epoch : 120
[2021-12-20 05:04:47 | info | root]: Train Loss : 0.017608266
[2021-12-20 05:04:47 | info | root]: Test Loss : 0.020522332
[2021-12-20 05:04:57 | info | root]: Epoch : 121
[2021-12-20 05:04:57 | info | root]: Train Loss : 0.017985668
[2021-12-20 05:04:57 | info | root]: Test Loss : 0.021494538
[2021-12-20 05:05:08 | info | root]: Epoch : 122
[2021-12-20 05:05:08 | info | root]: Train Loss : 0.017712653
[2021-12-20 05:05:08 | info | root]: Test Loss : 0.02084281
[2021-12-20 05:05:13 | info | root]: Epoch : 123
[2021-12-20 05:05:13 | info | root]: Train Loss : 0.01755196
[2021-12-20 05:05:13 | info | root]: Test Loss : 0.0209952
[2021-12-20 05:05:20 | info | root]: Epoch : 124
[2021-12-20 05:05:20 | info | root]: Train Loss : 0.017810028
[2021-12-20 05:05:20 | info | root]: Test Loss : 0.020980395
[2021-12-20 05:05:28 | info | root]: Epoch : 125
[2021-12-20 05:05:28 | info | root]: Train Loss : 0.017651163
[2021-12-20 05:05:28 | info | root]: Test Loss : 0.020537019
[2021-12-20 05:05:38 | info | root]: Epoch : 126
[2021-12-20 05:05:38 | info | root]: Train Loss : 0.032040637
[2021-12-20 05:05:38 | info | root]: Test Loss : 0.035057224
[2021-12-20 05:05:49 | info | root]: Epoch : 127
[2021-12-20 05:05:49 | info | root]: Train Loss : 0.022775946
[2021-12-20 05:05:49 | info | root]: Test Loss : 0.025479123
[2021-12-20 05:05:54 | info | root]: Epoch : 128
[2021-12-20 05:05:54 | info | root]: Train Loss : 0.020212797
[2021-12-20 05:05:54 | info | root]: Test Loss : 0.023101274
[2021-12-20 05:05:59 | info | root]: Epoch : 129
[2021-12-20 05:05:59 | info | root]: Train Loss : 0.018083582
[2021-12-20 05:05:59 | info | root]: Test Loss : 0.021008682
[2021-12-20 05:06:08 | info | root]: Epoch : 130
[2021-12-20 05:06:08 | info | root]: Train Loss : 0.017113034
[2021-12-20 05:06:08 | info | root]: Test Loss : 0.020310156
[2021-12-20 05:06:18 | info | root]: Epoch : 131
[2021-12-20 05:06:18 | info | root]: Train Loss : 0.016839605
[2021-12-20 05:06:18 | info | root]: Test Loss : 0.01969851
[2021-12-20 05:06:28 | info | root]: Epoch : 132
[2021-12-20 05:06:28 | info | root]: Train Loss : 0.016978819
[2021-12-20 05:06:28 | info | root]: Test Loss : 0.019764734
[2021-12-20 05:06:33 | info | root]: Epoch : 133
[2021-12-20 05:06:33 | info | root]: Train Loss : 0.016625777
[2021-12-20 05:06:33 | info | root]: Test Loss : 0.019708157
[2021-12-20 05:06:40 | info | root]: Epoch : 134
[2021-12-20 05:06:40 | info | root]: Train Loss : 0.0174552
[2021-12-20 05:06:40 | info | root]: Test Loss : 0.020779166
[2021-12-20 05:06:50 | info | root]: Epoch : 135
[2021-12-20 05:06:50 | info | root]: Train Loss : 0.016722215
[2021-12-20 05:06:50 | info | root]: Test Loss : 0.020046692
[2021-12-20 05:07:01 | info | root]: Epoch : 136
[2021-12-20 05:07:01 | info | root]: Train Loss : 0.016114851
[2021-12-20 05:07:01 | info | root]: Test Loss : 0.019475084
[2021-12-20 05:07:11 | info | root]: Epoch : 137
[2021-12-20 05:07:11 | info | root]: Train Loss : 0.015817698
[2021-12-20 05:07:11 | info | root]: Test Loss : 0.019347426
[2021-12-20 05:07:17 | info | root]: Epoch : 138
[2021-12-20 05:07:17 | info | root]: Train Loss : 0.016378717
[2021-12-20 05:07:17 | info | root]: Test Loss : 0.019756863
[2021-12-20 05:07:24 | info | root]: Epoch : 139
[2021-12-20 05:07:24 | info | root]: Train Loss : 0.016630398
[2021-12-20 05:07:24 | info | root]: Test Loss : 0.019752694
[2021-12-20 05:07:33 | info | root]: Epoch : 140
[2021-12-20 05:07:33 | info | root]: Train Loss : 0.026330356
[2021-12-20 05:07:33 | info | root]: Test Loss : 0.028707886
[2021-12-20 05:07:43 | info | root]: Epoch : 141
[2021-12-20 05:07:43 | info | root]: Train Loss : 0.03304057
[2021-12-20 05:07:43 | info | root]: Test Loss : 0.035707075
[2021-12-20 05:07:54 | info | root]: Epoch : 142
[2021-12-20 05:07:54 | info | root]: Train Loss : 0.027512714
[2021-12-20 05:07:54 | info | root]: Test Loss : 0.030283885
[2021-12-20 05:08:00 | info | root]: Epoch : 143
[2021-12-20 05:08:00 | info | root]: Train Loss : 0.024711568
[2021-12-20 05:08:00 | info | root]: Test Loss : 0.027790673
[2021-12-20 05:08:05 | info | root]: Epoch : 144
[2021-12-20 05:08:05 | info | root]: Train Loss : 0.023768023
[2021-12-20 05:08:05 | info | root]: Test Loss : 0.026788088
[2021-12-20 05:08:12 | info | root]: Epoch : 145
[2021-12-20 05:08:12 | info | root]: Train Loss : 0.023219109
[2021-12-20 05:08:12 | info | root]: Test Loss : 0.02622441
[2021-12-20 05:08:23 | info | root]: Epoch : 146
[2021-12-20 05:08:23 | info | root]: Train Loss : 0.022046631
