[2021-12-20 13:01:59 | info | root]: Now training is starting. We provide the parameters as the following
[2021-12-20 13:01:59 | info | root]: Dataset = coil
[2021-12-20 13:01:59 | info | root]: nz = 256
[2021-12-20 13:01:59 | info | root]: ngf = 32
[2021-12-20 13:01:59 | info | root]: nc = 1
[2021-12-20 13:01:59 | info | root]: lr = 0.0002
[2021-12-20 13:01:59 | info | root]: n_epochs = 500
[2021-12-20 13:01:59 | info | root]: Epoch : 0
[2021-12-20 13:02:00 | info | root]: Train Loss : 0.14971931
[2021-12-20 13:02:00 | info | root]: Test Loss : 0.14696899
[2021-12-20 13:02:00 | info | root]: Train Reconstruction Loss : 153.34332
[2021-12-20 13:02:00 | info | root]: Test Reconstruction Loss : 150.49625 

[2021-12-20 13:02:08 | info | root]: Epoch : 1
[2021-12-20 13:02:08 | info | root]: Train Loss : 0.048869863
[2021-12-20 13:02:08 | info | root]: Test Loss : 0.04963068
[2021-12-20 13:02:08 | info | root]: Train Reconstruction Loss : 50.09697
[2021-12-20 13:02:08 | info | root]: Test Reconstruction Loss : 50.821823 

[2021-12-20 13:02:09 | info | root]: Epoch : 2
[2021-12-20 13:02:09 | info | root]: Train Loss : 0.035092335
[2021-12-20 13:02:09 | info | root]: Test Loss : 0.035447422
[2021-12-20 13:02:09 | info | root]: Train Reconstruction Loss : 35.964806
[2021-12-20 13:02:09 | info | root]: Test Reconstruction Loss : 36.29816 

[2021-12-20 13:02:10 | info | root]: Epoch : 3
[2021-12-20 13:02:10 | info | root]: Train Loss : 0.02776235
[2021-12-20 13:02:10 | info | root]: Test Loss : 0.028370406
[2021-12-20 13:02:10 | info | root]: Train Reconstruction Loss : 28.422985
[2021-12-20 13:02:10 | info | root]: Test Reconstruction Loss : 29.051296 

[2021-12-20 13:02:10 | info | root]: Epoch : 4
[2021-12-20 13:02:11 | info | root]: Train Loss : 0.023120133
[2021-12-20 13:02:11 | info | root]: Test Loss : 0.023859024
[2021-12-20 13:02:11 | info | root]: Train Reconstruction Loss : 23.83506
[2021-12-20 13:02:11 | info | root]: Test Reconstruction Loss : 24.43164 

[2021-12-20 13:02:11 | info | root]: Epoch : 5
[2021-12-20 13:02:11 | info | root]: Train Loss : 0.020069778
[2021-12-20 13:02:11 | info | root]: Test Loss : 0.02091242
[2021-12-20 13:02:11 | info | root]: Train Reconstruction Loss : 20.499687
[2021-12-20 13:02:11 | info | root]: Test Reconstruction Loss : 21.414318 

[2021-12-20 13:02:12 | info | root]: Epoch : 6
[2021-12-20 13:02:12 | info | root]: Train Loss : 0.017422793
[2021-12-20 13:02:12 | info | root]: Test Loss : 0.018179806
[2021-12-20 13:02:12 | info | root]: Train Reconstruction Loss : 17.831175
[2021-12-20 13:02:12 | info | root]: Test Reconstruction Loss : 18.616121 

[2021-12-20 13:02:12 | info | root]: Epoch : 7
[2021-12-20 13:02:12 | info | root]: Train Loss : 0.015602286
[2021-12-20 13:02:12 | info | root]: Test Loss : 0.01629762
[2021-12-20 13:02:12 | info | root]: Train Reconstruction Loss : 15.837721
[2021-12-20 13:02:12 | info | root]: Test Reconstruction Loss : 16.688763 

[2021-12-20 13:02:13 | info | root]: Epoch : 8
[2021-12-20 13:02:13 | info | root]: Train Loss : 0.014101007
[2021-12-20 13:02:13 | info | root]: Test Loss : 0.014843622
[2021-12-20 13:02:13 | info | root]: Train Reconstruction Loss : 14.218952
[2021-12-20 13:02:13 | info | root]: Test Reconstruction Loss : 15.199869 

[2021-12-20 13:02:14 | info | root]: Epoch : 9
[2021-12-20 13:02:14 | info | root]: Train Loss : 0.01289561
[2021-12-20 13:02:14 | info | root]: Test Loss : 0.01380814
[2021-12-20 13:02:14 | info | root]: Train Reconstruction Loss : 13.074849
[2021-12-20 13:02:14 | info | root]: Test Reconstruction Loss : 14.139535 

[2021-12-20 13:02:14 | info | root]: Epoch : 10
[2021-12-20 13:02:14 | info | root]: Train Loss : 0.011697314
[2021-12-20 13:02:14 | info | root]: Test Loss : 0.012567856
[2021-12-20 13:02:14 | info | root]: Train Reconstruction Loss : 11.837241
[2021-12-20 13:02:14 | info | root]: Test Reconstruction Loss : 12.869484 

[2021-12-20 13:02:15 | info | root]: Epoch : 11
[2021-12-20 13:02:15 | info | root]: Train Loss : 0.010820326
[2021-12-20 13:02:15 | info | root]: Test Loss : 0.011914506
[2021-12-20 13:02:15 | info | root]: Train Reconstruction Loss : 11.172878
[2021-12-20 13:02:15 | info | root]: Test Reconstruction Loss : 12.200454 

[2021-12-20 13:02:15 | info | root]: Epoch : 12
[2021-12-20 13:02:15 | info | root]: Train Loss : 0.009932342
[2021-12-20 13:02:15 | info | root]: Test Loss : 0.011036036
[2021-12-20 13:02:15 | info | root]: Train Reconstruction Loss : 10.138899
[2021-12-20 13:02:15 | info | root]: Test Reconstruction Loss : 11.3009 

[2021-12-20 13:02:16 | info | root]: Epoch : 13
[2021-12-20 13:02:16 | info | root]: Train Loss : 0.0093494365
[2021-12-20 13:02:16 | info | root]: Test Loss : 0.010427668
[2021-12-20 13:02:16 | info | root]: Train Reconstruction Loss : 9.569401
[2021-12-20 13:02:16 | info | root]: Test Reconstruction Loss : 10.677932 

[2021-12-20 13:02:17 | info | root]: Epoch : 14
[2021-12-20 13:02:17 | info | root]: Train Loss : 0.008718519
[2021-12-20 13:02:17 | info | root]: Test Loss : 0.009828496
[2021-12-20 13:02:17 | info | root]: Train Reconstruction Loss : 9.012877
[2021-12-20 13:02:17 | info | root]: Test Reconstruction Loss : 10.06438 

[2021-12-20 13:02:17 | info | root]: Epoch : 15
[2021-12-20 13:02:17 | info | root]: Train Loss : 0.008290238
[2021-12-20 13:02:17 | info | root]: Test Loss : 0.009401396
[2021-12-20 13:02:17 | info | root]: Train Reconstruction Loss : 8.651019
[2021-12-20 13:02:17 | info | root]: Test Reconstruction Loss : 9.62703 

[2021-12-20 13:02:18 | info | root]: Epoch : 16
[2021-12-20 13:02:18 | info | root]: Train Loss : 0.007840951
[2021-12-20 13:02:18 | info | root]: Test Loss : 0.008913701
[2021-12-20 13:02:18 | info | root]: Train Reconstruction Loss : 7.9993
[2021-12-20 13:02:18 | info | root]: Test Reconstruction Loss : 9.12763 

[2021-12-20 13:02:18 | info | root]: Epoch : 17
[2021-12-20 13:02:18 | info | root]: Train Loss : 0.0073820073
[2021-12-20 13:02:18 | info | root]: Test Loss : 0.008512177
[2021-12-20 13:02:18 | info | root]: Train Reconstruction Loss : 7.6027975
[2021-12-20 13:02:18 | info | root]: Test Reconstruction Loss : 8.716468 

[2021-12-20 13:02:19 | info | root]: Epoch : 18
[2021-12-20 13:02:19 | info | root]: Train Loss : 0.0071135666
[2021-12-20 13:02:19 | info | root]: Test Loss : 0.008380409
[2021-12-20 13:02:19 | info | root]: Train Reconstruction Loss : 7.266378
[2021-12-20 13:02:19 | info | root]: Test Reconstruction Loss : 8.581539 

[2021-12-20 13:02:20 | info | root]: Epoch : 19
[2021-12-20 13:02:20 | info | root]: Train Loss : 0.0068469057
[2021-12-20 13:02:20 | info | root]: Test Loss : 0.007974898
[2021-12-20 13:02:20 | info | root]: Train Reconstruction Loss : 6.9726095
[2021-12-20 13:02:20 | info | root]: Test Reconstruction Loss : 8.166296 

[2021-12-20 13:02:20 | info | root]: Epoch : 20
[2021-12-20 13:02:20 | info | root]: Train Loss : 0.0065444615
[2021-12-20 13:02:20 | info | root]: Test Loss : 0.0077725905
[2021-12-20 13:02:20 | info | root]: Train Reconstruction Loss : 6.8144064
[2021-12-20 13:02:20 | info | root]: Test Reconstruction Loss : 7.9591327 

[2021-12-20 13:02:21 | info | root]: Epoch : 21
[2021-12-20 13:02:21 | info | root]: Train Loss : 0.0062604654
[2021-12-20 13:02:21 | info | root]: Test Loss : 0.0074182907
[2021-12-20 13:02:21 | info | root]: Train Reconstruction Loss : 6.353944
[2021-12-20 13:02:21 | info | root]: Test Reconstruction Loss : 7.5963297 

[2021-12-20 13:02:21 | info | root]: Epoch : 22
[2021-12-20 13:02:21 | info | root]: Train Loss : 0.006065629
[2021-12-20 13:02:21 | info | root]: Test Loss : 0.0072415797
[2021-12-20 13:02:21 | info | root]: Train Reconstruction Loss : 6.284791
[2021-12-20 13:02:21 | info | root]: Test Reconstruction Loss : 7.415378 

[2021-12-20 13:02:22 | info | root]: Epoch : 23
[2021-12-20 13:02:22 | info | root]: Train Loss : 0.0059236
[2021-12-20 13:02:22 | info | root]: Test Loss : 0.007168278
[2021-12-20 13:02:22 | info | root]: Train Reconstruction Loss : 6.123394
[2021-12-20 13:02:22 | info | root]: Test Reconstruction Loss : 7.340317 

[2021-12-20 13:02:23 | info | root]: Epoch : 24
[2021-12-20 13:02:23 | info | root]: Train Loss : 0.0056359577
[2021-12-20 13:02:23 | info | root]: Test Loss : 0.006967429
[2021-12-20 13:02:23 | info | root]: Train Reconstruction Loss : 5.873975
[2021-12-20 13:02:23 | info | root]: Test Reconstruction Loss : 7.1346464 

[2021-12-20 13:02:23 | info | root]: Epoch : 25
[2021-12-20 13:02:23 | info | root]: Train Loss : 0.005469016
[2021-12-20 13:02:23 | info | root]: Test Loss : 0.006829231
[2021-12-20 13:02:23 | info | root]: Train Reconstruction Loss : 5.6449833
[2021-12-20 13:02:23 | info | root]: Test Reconstruction Loss : 6.9931326 

[2021-12-20 13:02:24 | info | root]: Epoch : 26
[2021-12-20 13:02:24 | info | root]: Train Loss : 0.0053847744
[2021-12-20 13:02:24 | info | root]: Test Loss : 0.006623991
[2021-12-20 13:02:24 | info | root]: Train Reconstruction Loss : 5.5098567
[2021-12-20 13:02:24 | info | root]: Test Reconstruction Loss : 6.7829666 

[2021-12-20 13:02:24 | info | root]: Epoch : 27
[2021-12-20 13:02:24 | info | root]: Train Loss : 0.005186259
[2021-12-20 13:02:24 | info | root]: Test Loss : 0.0064686146
[2021-12-20 13:02:24 | info | root]: Train Reconstruction Loss : 5.2454433
[2021-12-20 13:02:24 | info | root]: Test Reconstruction Loss : 6.6238613 

[2021-12-20 13:02:25 | info | root]: Epoch : 28
[2021-12-20 13:02:25 | info | root]: Train Loss : 0.004904638
[2021-12-20 13:02:25 | info | root]: Test Loss : 0.006318157
[2021-12-20 13:02:25 | info | root]: Train Reconstruction Loss : 5.1025147
[2021-12-20 13:02:25 | info | root]: Test Reconstruction Loss : 6.4697933 

[2021-12-20 13:02:26 | info | root]: Epoch : 29
[2021-12-20 13:02:26 | info | root]: Train Loss : 0.0047883205
[2021-12-20 13:02:26 | info | root]: Test Loss : 0.0061010295
[2021-12-20 13:02:26 | info | root]: Train Reconstruction Loss : 4.88243
[2021-12-20 13:02:26 | info | root]: Test Reconstruction Loss : 6.247454 

[2021-12-20 13:02:26 | info | root]: Epoch : 30
[2021-12-20 13:02:26 | info | root]: Train Loss : 0.00462965
[2021-12-20 13:02:26 | info | root]: Test Loss : 0.0060051745
[2021-12-20 13:02:26 | info | root]: Train Reconstruction Loss : 4.8109245
[2021-12-20 13:02:26 | info | root]: Test Reconstruction Loss : 6.1492987 

[2021-12-20 13:02:27 | info | root]: Epoch : 31
[2021-12-20 13:02:27 | info | root]: Train Loss : 0.0046036625
[2021-12-20 13:02:27 | info | root]: Test Loss : 0.005930812
[2021-12-20 13:02:27 | info | root]: Train Reconstruction Loss : 4.6765137
[2021-12-20 13:02:27 | info | root]: Test Reconstruction Loss : 6.0731516 

[2021-12-20 13:02:27 | info | root]: Epoch : 32
[2021-12-20 13:02:27 | info | root]: Train Loss : 0.0044032857
[2021-12-20 13:02:27 | info | root]: Test Loss : 0.0057727476
[2021-12-20 13:02:27 | info | root]: Train Reconstruction Loss : 4.5549774
[2021-12-20 13:02:27 | info | root]: Test Reconstruction Loss : 5.911293 

[2021-12-20 13:02:28 | info | root]: Epoch : 33
[2021-12-20 13:02:28 | info | root]: Train Loss : 0.004239852
[2021-12-20 13:02:28 | info | root]: Test Loss : 0.005722287
[2021-12-20 13:02:28 | info | root]: Train Reconstruction Loss : 4.346031
[2021-12-20 13:02:28 | info | root]: Test Reconstruction Loss : 5.859622 

[2021-12-20 13:02:28 | info | root]: Epoch : 34
[2021-12-20 13:02:28 | info | root]: Train Loss : 0.004129018
[2021-12-20 13:02:28 | info | root]: Test Loss : 0.0056099873
[2021-12-20 13:02:28 | info | root]: Train Reconstruction Loss : 4.238384
[2021-12-20 13:02:28 | info | root]: Test Reconstruction Loss : 5.744627 

[2021-12-20 13:02:29 | info | root]: Epoch : 35
[2021-12-20 13:02:29 | info | root]: Train Loss : 0.004122204
[2021-12-20 13:02:29 | info | root]: Test Loss : 0.0055257394
[2021-12-20 13:02:29 | info | root]: Train Reconstruction Loss : 4.2513976
[2021-12-20 13:02:29 | info | root]: Test Reconstruction Loss : 5.658357 

[2021-12-20 13:02:30 | info | root]: Epoch : 36
[2021-12-20 13:02:30 | info | root]: Train Loss : 0.004007935
[2021-12-20 13:02:30 | info | root]: Test Loss : 0.00536743
[2021-12-20 13:02:30 | info | root]: Train Reconstruction Loss : 4.129464
[2021-12-20 13:02:30 | info | root]: Test Reconstruction Loss : 5.4962482 

[2021-12-20 13:02:30 | info | root]: Epoch : 37
