[2021-12-08 13:33:46 | info | root]: Epoch : 0
[2021-12-08 13:33:46 | info | root]: Train Loss : 0.23333599
[2021-12-08 13:33:46 | info | root]: Test Loss : 0.23341976
[2021-12-08 13:33:46 | info | root]: Train Reconstruction Loss : 237.56425
[2021-12-08 13:33:46 | info | root]: Test Reconstruction Loss : 237.6555 

[2021-12-08 13:36:21 | info | root]: Epoch : 5
[2021-12-08 13:36:21 | info | root]: Train Loss : 0.0028015396
[2021-12-08 13:36:21 | info | root]: Test Loss : 0.0031562932
[2021-12-08 13:36:21 | info | root]: Train Reconstruction Loss : 2.8552864
[2021-12-08 13:36:21 | info | root]: Test Reconstruction Loss : 3.2226336 

[2021-12-08 13:38:27 | info | root]: Epoch : 10
[2021-12-08 13:38:27 | info | root]: Train Loss : 0.002306774
[2021-12-08 13:38:27 | info | root]: Test Loss : 0.0025737735
[2021-12-08 13:38:27 | info | root]: Train Reconstruction Loss : 2.350961
[2021-12-08 13:38:27 | info | root]: Test Reconstruction Loss : 2.6288424 

[2021-12-08 13:40:34 | info | root]: Epoch : 15
[2021-12-08 13:40:34 | info | root]: Train Loss : 0.0020279728
[2021-12-08 13:40:34 | info | root]: Test Loss : 0.0022579178
[2021-12-08 13:40:34 | info | root]: Train Reconstruction Loss : 2.0701299
[2021-12-08 13:40:34 | info | root]: Test Reconstruction Loss : 2.3070703 

[2021-12-08 13:42:41 | info | root]: Epoch : 20
[2021-12-08 13:42:41 | info | root]: Train Loss : 0.0019304843
[2021-12-08 13:42:41 | info | root]: Test Loss : 0.0021071604
[2021-12-08 13:42:41 | info | root]: Train Reconstruction Loss : 1.9646951
[2021-12-08 13:42:41 | info | root]: Test Reconstruction Loss : 2.1475968 

[2021-12-08 13:44:50 | info | root]: Epoch : 25
[2021-12-08 13:44:50 | info | root]: Train Loss : 0.0018002647
[2021-12-08 13:44:50 | info | root]: Test Loss : 0.0019997007
[2021-12-08 13:44:50 | info | root]: Train Reconstruction Loss : 1.8331022
[2021-12-08 13:44:50 | info | root]: Test Reconstruction Loss : 2.0402548 

[2021-12-08 13:46:59 | info | root]: Epoch : 30
[2021-12-08 13:46:59 | info | root]: Train Loss : 0.0017336771
[2021-12-08 13:46:59 | info | root]: Test Loss : 0.001934351
[2021-12-08 13:46:59 | info | root]: Train Reconstruction Loss : 1.7701766
[2021-12-08 13:46:59 | info | root]: Test Reconstruction Loss : 1.9782498 

[2021-12-08 13:49:08 | info | root]: Epoch : 35
[2021-12-08 13:49:08 | info | root]: Train Loss : 0.001696955
